customer_id,recency_status,monetary_status,frequency_status
17728,Recent,Average Value,Few
17730,Recent,High Value,Frequent
17731,Needs Attention,Average Value,Occasional
17732,Churned,Low Value,One-Time
17733,Needs Attention,Low Value,Few
17734,Needs Attention,Low Value,Few
17735,Recent,High Value,Frequent
17736,Recent,Low Value,Few
17737,Recent,Very Low Value,Few
17738,Recent,Average Value,Occasional
17739,Recent,Average Value,Frequent
17742,At Risk,Low Value,Few
17744,Recent,Average Value,Frequent
17746,Churned,Very Low Value,One-Time
17747,At Risk,Very Low Value,One-Time
17749,At Risk,Low Value,Few
17750,Recent,Average Value,Frequent
17752,Churned,Very Low Value,One-Time
17754,Recent,Average Value,Occasional
17757,Recent,High Value,Frequent
17758,Recent,Average Value,Frequent
17759,Recent,Low Value,Few
17760,Recent,Very Low Value,Few
17761,Needs Attention,Low Value,One-Time
17763,Churned,Very Low Value,One-Time
17764,Needs Attention,Low Value,Few
17765,At Risk,Low Value,Few
17767,Recent,Very Low Value,One-Time
17768,Recent,Average Value,Few
17769,Recent,Average Value,Frequent
17770,Churned,Average Value,Occasional
17771,Needs Attention,Very Low Value,Few
17772,Recent,Very Low Value,Few
17774,At Risk,Average Value,Occasional
17775,Churned,Very Low Value,One-Time
17777,Recent,Low Value,Few
17779,Recent,Low Value,Few
17781,At Risk,Very Low Value,Few
17783,Needs Attention,Very Low Value,Few
17785,Needs Attention,Very Low Value,One-Time
17786,Needs Attention,Very Low Value,Few
17787,At Risk,Average Value,Occasional
17788,Needs Attention,Average Value,Few
17789,Churned,Very Low Value,One-Time
17790,Recent,Average Value,Frequent
17791,Recent,Very Low Value,One-Time
17793,Recent,Low Value,One-Time
17795,At Risk,Low Value,Few
17796,Needs Attention,Low Value,Occasional
17797,Recent,Low Value,Few
17799,Recent,Average Value,Frequent
17800,Needs Attention,Average Value,Frequent
17802,Needs Attention,Average Value,Few
17805,Needs Attention,Low Value,One-Time
17806,Recent,Low Value,One-Time
17809,Recent,High Value,Frequent
17811,Recent,High Value,Frequent
17812,Recent,Low Value,Occasional
17813,Recent,Average Value,Occasional
17816,Needs Attention,Very Low Value,Occasional
17817,Recent,Low Value,Few
17819,Needs Attention,Average Value,Frequent
17824,Needs Attention,Very Low Value,One-Time
17827,Recent,Average Value,Occasional
17828,Recent,Average Value,Occasional
17829,Churned,Low Value,One-Time
17830,Recent,Low Value,Few
17831,Needs Attention,Very Low Value,One-Time
17832,Needs Attention,Very Low Value,One-Time
17835,Recent,Low Value,Few
17836,Needs Attention,Very Low Value,One-Time
17837,Needs Attention,Average Value,Frequent
17838,Recent,Average Value,Occasional
17839,Needs Attention,Low Value,One-Time
17841,Recent,High Value,Frequent
17843,Churned,Very Low Value,One-Time
17844,At Risk,Very Low Value,One-Time
17848,Needs Attention,Low Value,Frequent
17849,Churned,Low Value,Occasional
17850,Churned,High Value,Frequent
17852,Recent,Very Low Value,Few
17854,Churned,Low Value,Few
17855,Churned,Very Low Value,One-Time
17856,Recent,Average Value,Occasional
17857,Recent,High Value,Frequent
17858,Recent,High Value,Frequent
17859,Churned,Very Low Value,One-Time
17860,Churned,Very Low Value,One-Time
17861,Recent,Average Value,Frequent
17862,Churned,Low Value,One-Time
17863,Needs Attention,Average Value,Frequent
17864,Recent,Low Value,Few
17865,Recent,High Value,Frequent
17866,At Risk,Low Value,One-Time
17867,Recent,Average Value,Frequent
17869,At Risk,Low Value,Occasional
17870,Recent,Average Value,Frequent
17871,Churned,Very Low Value,One-Time
17873,Needs Attention,Average Value,Occasional
17874,Churned,Low Value,Frequent
17877,At Risk,Very Low Value,One-Time
17878,Needs Attention,Low Value,One-Time
17879,At Risk,Very Low Value,One-Time
17880,Churned,Low Value,One-Time
17881,Churned,Very Low Value,One-Time
17883,Recent,Low Value,Occasional
17884,Recent,Low Value,Occasional
17885,Recent,Very Low Value,One-Time
17886,Needs Attention,Low Value,Few
17887,At Risk,Very Low Value,One-Time
17888,Recent,Low Value,Frequent
17889,Churned,Very Low Value,Few
17890,Churned,Low Value,Few
17891,At Risk,Very Low Value,One-Time
17892,Needs Attention,Very Low Value,Few
17893,Churned,Very Low Value,One-Time
17894,Needs Attention,Average Value,Frequent
17895,Needs Attention,Very Low Value,One-Time
17896,Recent,Very Low Value,One-Time
17897,At Risk,Low Value,Few
17898,Needs Attention,Very Low Value,Few
17899,At Risk,Very Low Value,One-Time
17900,Churned,Very Low Value,Few
17901,Recent,Very Low Value,One-Time
17904,Recent,Very Low Value,One-Time
17905,Needs Attention,Low Value,Occasional
17906,Churned,Very Low Value,One-Time
17908,Churned,Very Low Value,One-Time
17911,Recent,Low Value,One-Time
17912,Churned,Low Value,Occasional
17913,Needs Attention,Low Value,Few
17914,Recent,Low Value,One-Time
17917,Needs Attention,Low Value,Few
17919,Needs Attention,Average Value,One-Time
17920,Recent,Average Value,Frequent
17921,Needs Attention,Low Value,Occasional
17923,Churned,Very Low Value,One-Time
17924,Recent,Average Value,Frequent
17925,Churned,Very Low Value,One-Time
17926,At Risk,Low Value,Few
17928,Needs Attention,Very Low Value,Few
17929,Recent,Low Value,Occasional
17930,Needs Attention,Average Value,Occasional
17931,At Risk,Low Value,Few
17932,Recent,Average Value,Few
17934,Needs Attention,Low Value,Few
17935,At Risk,Very Low Value,Few
17936,Recent,Low Value,One-Time
17937,Recent,Average Value,Frequent
17939,At Risk,Very Low Value,One-Time
17940,Needs Attention,Average Value,Frequent
17941,At Risk,Low Value,One-Time
17942,Recent,Very Low Value,One-Time
17946,Churned,Very Low Value,Few
17947,Needs Attention,Very Low Value,One-Time
17948,At Risk,Low Value,One-Time
17949,Recent,High Value,Frequent
17950,Needs Attention,Low Value,Few
17951,Needs Attention,Average Value,Few
17954,Recent,Average Value,Frequent
17955,Churned,Low Value,Occasional
17956,Churned,Very Low Value,One-Time
17957,Needs Attention,Very Low Value,One-Time
17958,At Risk,Low Value,One-Time
17960,At Risk,Very Low Value,One-Time
17961,Recent,Average Value,Frequent
17962,At Risk,Very Low Value,One-Time
17964,Needs Attention,Low Value,Few
17965,Needs Attention,Average Value,Frequent
17966,Needs Attention,Average Value,Occasional
17967,Churned,Very Low Value,One-Time
17968,Churned,Very Low Value,One-Time
17969,At Risk,Very Low Value,Few
17970,Churned,Low Value,One-Time
17972,Churned,Very Low Value,One-Time
17973,Needs Attention,Low Value,One-Time
17974,Recent,Low Value,Few
17975,Recent,Average Value,Frequent
17976,Churned,Low Value,One-Time
17977,Recent,Very Low Value,One-Time
17978,Churned,Low Value,One-Time
17979,Needs Attention,Low Value,Occasional
17980,At Risk,Low Value,Few
17984,At Risk,Very Low Value,One-Time
17985,Recent,Low Value,One-Time
17986,Needs Attention,Very Low Value,One-Time
17987,Churned,Very Low Value,One-Time
17988,Recent,Very Low Value,Frequent
17990,Churned,Low Value,Few
17991,Churned,Very Low Value,Few
17994,At Risk,Low Value,Occasional
17995,Churned,Very Low Value,One-Time
17997,Needs Attention,Average Value,Frequent
17999,Needs Attention,Low Value,Few
18001,Recent,Low Value,Few
18004,Churned,Very Low Value,One-Time
18005,Recent,Very Low Value,Few
18006,Recent,Low Value,One-Time
18008,Needs Attention,Average Value,Frequent
18009,Churned,Very Low Value,One-Time
18010,Churned,Very Low Value,One-Time
18011,Churned,Very Low Value,One-Time
18013,At Risk,Very Low Value,Few
18014,Recent,Very Low Value,One-Time
18015,Recent,Very Low Value,One-Time
18016,Needs Attention,Average Value,Occasional
18017,Needs Attention,Low Value,Few
18018,At Risk,Very Low Value,Few
18019,Needs Attention,Very Low Value,One-Time
18022,Needs Attention,Low Value,One-Time
18024,At Risk,Low Value,Few
18027,At Risk,Very Low Value,One-Time
18030,Recent,Very Low Value,Few
18032,Churned,Very Low Value,One-Time
18033,Needs Attention,Very Low Value,One-Time
18034,Recent,Low Value,Few
18035,Needs Attention,Low Value,Few
18036,Needs Attention,Low Value,Few
18037,At Risk,Very Low Value,Frequent
18040,Recent,Low Value,Few
18041,Recent,Average Value,Frequent
18042,Needs Attention,Very Low Value,One-Time
18043,Recent,Low Value,Few
18044,Recent,Average Value,Frequent
18045,Needs Attention,Very Low Value,One-Time
18048,Churned,Very Low Value,Few
18050,Churned,Very Low Value,One-Time
18053,Needs Attention,Low Value,One-Time
18055,Recent,High Value,Frequent
18056,Churned,Low Value,One-Time
18058,Recent,Very Low Value,One-Time
18059,Recent,Low Value,Few
18061,Recent,Average Value,Frequent
18062,At Risk,Low Value,Few
18064,At Risk,Low Value,Few
18065,Recent,Average Value,Frequent
18066,Needs Attention,Low Value,One-Time
18067,Needs Attention,Low Value,One-Time
18068,Churned,Very Low Value,One-Time
18069,Recent,Average Value,Occasional
18071,Churned,Low Value,Few
18072,Churned,Very Low Value,One-Time
18073,At Risk,Average Value,Frequent
18074,Churned,Low Value,One-Time
18075,Recent,Average Value,Frequent
18077,Recent,Average Value,Frequent
18078,Churned,Low Value,Few
18079,Needs Attention,Average Value,Occasional
18080,Recent,Average Value,Few
18081,Needs Attention,Low Value,Few
18082,Recent,Low Value,One-Time
18084,Recent,Very Low Value,One-Time
18085,Churned,Low Value,Few
18086,Churned,Very Low Value,One-Time
18087,Churned,Average Value,One-Time
18088,Needs Attention,Very Low Value,One-Time
18092,Recent,High Value,Frequent
18093,At Risk,Average Value,Occasional
18094,Needs Attention,Average Value,Frequent
18095,Churned,Low Value,Few
18096,Recent,Low Value,Few
18097,Recent,Average Value,Frequent
18099,At Risk,Very Low Value,One-Time
18101,Recent,Very Low Value,Few
18102,Recent,High Value,Frequent
18104,Needs Attention,Low Value,One-Time
18105,Needs Attention,Very Low Value,One-Time
18106,Churned,Low Value,One-Time
18108,Churned,Very Low Value,One-Time
18109,Recent,High Value,Frequent
18110,Recent,Very Low Value,One-Time
18112,Recent,Low Value,Few
18113,Churned,Very Low Value,One-Time
18114,Churned,Very Low Value,One-Time
18116,Needs Attention,Average Value,Frequent
18117,Recent,Low Value,One-Time
18118,Recent,High Value,Frequent
18119,Churned,Very Low Value,One-Time
18120,Churned,Very Low Value,One-Time
18121,At Risk,Low Value,Few
18122,Recent,Average Value,Frequent
18123,Recent,Low Value,Few
18125,Recent,Average Value,Occasional
18126,Needs Attention,Very Low Value,One-Time
18127,Recent,Low Value,Few
18129,Churned,Very Low Value,One-Time
18130,Recent,Average Value,Few
18133,Churned,Low Value,One-Time
18135,Recent,Low Value,Occasional
18136,Needs Attention,Low Value,Few
18138,Churned,Very Low Value,One-Time
18139,Recent,High Value,Frequent
18142,At Risk,Average Value,Few
18143,At Risk,Average Value,Few
18144,Recent,Average Value,Frequent
18145,Recent,Average Value,Occasional
18146,At Risk,Very Low Value,Few
18147,Needs Attention,Very Low Value,Few
18149,Needs Attention,Low Value,Few
18150,Needs Attention,Low Value,Few
18151,At Risk,Low Value,Few
18154,Recent,Low Value,Few
18155,Needs Attention,Low Value,Few
18156,Recent,Low Value,Few
18158,Recent,Low Value,Few
18159,Churned,Low Value,One-Time
18160,Needs Attention,Low Value,Few
18161,Recent,Average Value,Occasional
18164,Needs Attention,Low Value,One-Time
18165,At Risk,Low Value,One-Time
18167,Recent,Average Value,Few
18168,At Risk,Average Value,Frequent
18169,Needs Attention,Very Low Value,One-Time
18170,Needs Attention,Low Value,Few
18171,Needs Attention,Average Value,Occasional
18172,Recent,High Value,Frequent
18173,Needs Attention,Average Value,Occasional
18174,Recent,Very Low Value,One-Time
18176,Churned,Low Value,One-Time
18177,Recent,Average Value,Frequent
18178,At Risk,Average Value,Occasional
18179,Recent,Average Value,Frequent
18180,Recent,Average Value,Frequent
18181,Recent,Low Value,One-Time
18183,Churned,Low Value,Few
18184,Recent,Very Low Value,One-Time
18185,Churned,Low Value,One-Time
18188,Recent,Average Value,Few
18189,Needs Attention,Average Value,Few
18190,Churned,Very Low Value,Few
18191,Churned,Very Low Value,One-Time
18192,Needs Attention,Low Value,One-Time
18193,At Risk,Very Low Value,One-Time
18194,Needs Attention,Low Value,One-Time
18196,At Risk,Low Value,Few
18198,Recent,High Value,Frequent
18200,At Risk,Very Low Value,One-Time
18202,Churned,Average Value,Few
18203,At Risk,Very Low Value,One-Time
18204,Needs Attention,Average Value,Few
18205,Needs Attention,Low Value,Few
18209,Recent,Very Low Value,One-Time
18210,Recent,Average Value,Frequent
18211,Recent,Low Value,Occasional
18212,Churned,Very Low Value,One-Time
18213,Churned,Very Low Value,One-Time
18215,Needs Attention,Very Low Value,One-Time
18216,Recent,Low Value,One-Time
18217,Recent,Low Value,Few
18218,Churned,Low Value,Few
18219,Recent,Average Value,Frequent
18220,Churned,Low Value,One-Time
18221,Recent,Average Value,Occasional
18222,At Risk,Low Value,One-Time
18223,Recent,High Value,Frequent
18224,Churned,Very Low Value,One-Time
18225,Recent,High Value,Frequent
18226,Needs Attention,High Value,Frequent
18227,Churned,Very Low Value,One-Time
18228,Needs Attention,Low Value,Few
18229,Recent,High Value,Frequent
18230,Recent,Average Value,Frequent
18231,Churned,Average Value,Occasional
18232,Needs Attention,Low Value,Occasional
18233,Churned,Low Value,One-Time
18235,Needs Attention,Average Value,Few
18236,Recent,Low Value,Frequent
18237,Recent,Low Value,Occasional
18239,Churned,Average Value,Occasional
18240,Needs Attention,Low Value,One-Time
18241,Recent,Average Value,Frequent
18242,Needs Attention,Average Value,Occasional
18245,Recent,Average Value,Frequent
18246,Recent,Low Value,Few
18248,At Risk,Low Value,Few
18249,Recent,Very Low Value,One-Time
18250,Churned,Low Value,One-Time
18251,Needs Attention,Average Value,One-Time
18252,Needs Attention,Low Value,Few
18255,Needs Attention,Very Low Value,One-Time
18257,Needs Attention,Average Value,Frequent
18259,Recent,Average Value,Few
18260,At Risk,Average Value,Frequent
18261,Needs Attention,Low Value,Few
18262,At Risk,Very Low Value,One-Time
18263,Recent,Average Value,Few
18265,Needs Attention,Low Value,Few
18268,At Risk,Very Low Value,One-Time
18269,Churned,Very Low Value,One-Time
18270,Needs Attention,Very Low Value,Few
18272,Recent,Average Value,Frequent
18273,Recent,Very Low Value,Few
18274,Recent,Very Low Value,One-Time
18276,Needs Attention,Low Value,One-Time
18277,Needs Attention,Very Low Value,One-Time
18278,Needs Attention,Very Low Value,One-Time
18280,Churned,Very Low Value,One-Time
18281,At Risk,Very Low Value,One-Time
18282,Recent,Very Low Value,Few
18283,Recent,Average Value,Frequent
18287,Needs Attention,Average Value,Few
